-BEGIN HEADER-;;;;;
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ;;;;;
Dates (month/day/year): 01/01/2012 through 12/31/2021 ;;;;;
Location: Latitude  -33.7453   Longitude -70.0584 ;;;;;
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3232.94 meters;;;;;
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ;;;;;
Parameter(s): ;;;;;
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ;;;;;
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ;;;;;
PREC     MERRA-2 Precipitation Corrected (mm/day) ;;;;;
T2M     MERRA-2 Temperature at 2 Meters (C) ;;;;;
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) ;;;;;
-END HEADER-;;;;;
;QV2M (g/kg) ;RH2M (%);Prec (mm);T2M ( C);WS2M (m/S)
01-01-2012;5.25;44.12;0.0;13.77;3.1
02-01-2012;5.37;42.69;0.0;13.98;1.99
03-01-2012;3.85;33.62;0.0;13.61;2.09
04-01-2012;5.43;46.69;0.0;12.4;1.47
05-01-2012;5.86;58.88;0.0;9.93;1.93
06-01-2012;5.74;60.0;0.08;8.94;2.2
07-01-2012;5.19;48.25;0.0;11.39;2.2
08-01-2012;4.27;42.56;0.0;10.35;3.06
09-01-2012;4.52;51.38;0.0;7.3;3.53
10-01-2012;3.72;44.5;0.0;7.29;2.85
11-01-2012;3.54;39.12;0.0;8.9;1.57
12-01-2012;3.78;39.38;0.0;11.25;1.7
13-01-2012;5.0;46.12;0.0;11.55;1.7
14-01-2012;5.8;59.88;0.01;9.54;1.55
15-01-2012;5.8;55.56;0.76;10.14;1.77
16-01-2012;5.25;55.94;0.15;8.62;2.44
17-01-2012;2.69;33.94;0.01;7.71;2.69
18-01-2012;4.21;45.06;0.0;10.3;2.19
19-01-2012;4.21;41.19;0.0;10.77;2.12
20-01-2012;4.94;51.38;0.28;9.25;2.56
21-01-2012;4.46;51.88;0.11;7.58;2.51
22-01-2012;4.15;49.25;0.11;7.33;2.75
23-01-2012;3.97;62.81;1.72;2.98;3.68
24-01-2012;1.65;27.19;0.05;5.33;2.41
25-01-2012;3.48;40.06;0.0;9.02;2.27
26-01-2012;2.81;26.94;0.0;12.08;1.88
27-01-2012;2.99;28.56;0.0;11.48;2.31
28-01-2012;2.56;28.69;0.04;8.32;2.75
29-01-2012;2.44;29.38;0.03;7.91;3.03
30-01-2012;2.99;36.12;0.31;7.36;3.26
31-01-2012;2.38;27.5;0.74;7.75;2.68
01-02-2012;2.69;30.56;0.0;7.88;2.39
02-02-2012;2.56;29.5;0.01;8.61;2.06
03-02-2012;2.81;30.56;0.0;9.69;2.52
04-02-2012;1.65;17.31;0.01;9.63;2.35
05-02-2012;2.01;19.62;0.08;10.63;2.66
06-02-2012;2.08;19.31;0.04;11.37;2.41
07-02-2012;1.71;16.75;0.23;9.78;2.51
08-02-2012;1.89;24.38;0.35;7.83;2.66
09-02-2012;3.3;37.19;0.0;10.16;1.8
10-02-2012;3.6;35.44;0.0;12.27;2.05
11-02-2012;5.0;42.5;0.0;13.17;1.79
12-02-2012;6.41;63.44;0.25;8.95;1.88
13-02-2012;4.52;51.5;0.07;8.38;2.48
14-02-2012;4.03;45.38;0.46;8.05;2.59
15-02-2012;4.76;49.38;1.45;9.1;2.37
16-02-2012;6.23;62.12;0.55;9.04;2.59
17-02-2012;5.13;61.19;0.02;7.44;2.99
18-02-2012;4.46;63.19;0.44;4.87;3.41
19-02-2012;4.21;50.5;0.12;7.6;2.3
20-02-2012;4.33;52.31;0.0;7.13;2.49
21-02-2012;2.99;36.31;0.0;8.43;2.12
22-02-2012;2.93;30.31;0.19;9.6;2.11
23-02-2012;4.88;55.69;0.25;7.47;1.88
24-02-2012;4.7;58.0;0.04;6.58;2.63
25-02-2012;4.46;64.94;0.0;3.76;3.81
26-02-2012;2.99;34.31;0.0;7.86;2.52
27-02-2012;3.54;46.75;0.0;6.28;3.53
28-02-2012;3.97;61.88;0.0;3.28;3.52
29-02-2012;1.95;34.94;0.0;1.09;3.52
01-03-2012;1.28;12.62;0.0;8.01;2.36
02-03-2012;2.75;30.81;0.0;8.62;2.5
03-03-2012;4.21;42.31;0.0;10.0;2.06
04-03-2012;4.52;48.0;0.0;9.85;2.39
05-03-2012;4.27;51.81;0.0;6.4;2.82
06-03-2012;2.93;35.88;0.0;7.37;2.67
07-03-2012;2.44;22.75;0.0;12.29;1.28
08-03-2012;5.92;51.38;0.0;12.76;2.0
09-03-2012;4.64;40.94;0.01;11.81;2.25
10-03-2012;6.65;61.69;0.1;10.4;1.35
11-03-2012;3.36;38.31;0.01;8.27;2.68
12-03-2012;2.26;28.5;0.0;6.33;2.59
13-03-2012;2.5;26.0;0.0;8.34;1.99
14-03-2012;3.48;37.12;0.0;10.4;1.52
15-03-2012;4.21;43.06;0.0;11.66;1.81
16-03-2012;5.55;48.81;0.0;11.95;1.85
17-03-2012;4.21;45.0;0.0;9.19;2.27
18-03-2012;3.11;36.31;0.0;7.72;2.59
19-03-2012;2.87;35.25;0.06;6.93;2.4
20-03-2012;2.93;39.12;0.09;5.75;2.69
21-03-2012;2.69;40.25;0.0;4.62;2.53
22-03-2012;1.65;19.75;0.0;7.46;1.71
23-03-2012;2.08;23.81;0.0;7.48;1.91
24-03-2012;2.14;27.62;0.0;5.69;2.38
25-03-2012;2.62;37.06;0.0;4.18;2.3
26-03-2012;1.59;24.62;0.0;5.33;1.38
27-03-2012;1.53;17.81;0.0;7.76;1.58
28-03-2012;2.14;25.5;0.0;7.35;2.1
29-03-2012;2.44;28.19;0.0;8.33;1.51
30-03-2012;2.87;29.25;0.0;10.02;1.7
31-03-2012;2.26;21.62;0.0;10.37;1.52
01-04-2012;2.81;31.75;0.96;8.38;1.81
02-04-2012;4.09;52.5;0.79;6.12;2.03
03-04-2012;3.3;47.69;0.0;4.76;2.55
04-04-2012;2.99;54.88;0.0;1.35;3.73
05-04-2012;1.71;26.62;0.0;3.73;2.88
06-04-2012;2.44;37.19;0.0;4.82;2.46
07-04-2012;1.65;27.19;0.0;3.9;2.34
08-04-2012;2.01;27.88;0.0;3.86;2.48
09-04-2012;3.11;52.25;0.06;1.76;2.53
10-04-2012;4.46;67.25;0.0;2.94;1.95
11-04-2012;5.19;67.56;0.0;5.38;1.47
12-04-2012;5.19;67.19;0.0;5.58;1.73
13-04-2012;4.76;77.31;1.12;2.33;2.82
14-04-2012;3.6;68.5;0.01;1.08;2.3
15-04-2012;2.32;42.44;0.0;2.02;2.28
16-04-2012;2.14;40.44;0.0;1.12;2.41
17-04-2012;1.1;17.44;0.0;3.44;2.2
18-04-2012;1.4;22.0;0.0;3.06;2.08
19-04-2012;1.1;14.62;0.0;5.32;1.52
20-04-2012;1.4;19.38;0.0;5.23;1.36
21-04-2012;2.32;36.19;0.0;5.09;1.63
22-04-2012;1.34;20.06;0.0;3.57;1.73
23-04-2012;1.46;23.75;0.0;2.86;1.3
24-04-2012;2.5;46.44;0.0;0.46;1.78
25-04-2012;3.17;67.31;0.25;-1.53;2.04
26-04-2012;2.56;61.5;0.35;-2.92;2.2
27-04-2012;2.99;79.06;5.4;-4.65;4.2
28-04-2012;2.01;67.94;0.04;-6.88;2.52
29-04-2012;1.53;38.75;0.0;-2.5;1.72
30-04-2012;1.04;16.75;0.0;2.88;1.72
01-05-2012;1.1;17.88;0.0;2.65;2.23
02-05-2012;1.1;17.81;0.0;2.29;1.79
03-05-2012;1.71;22.81;0.0;4.57;1.08
04-05-2012;2.01;25.75;0.0;5.56;1.36
05-05-2012;2.2;23.94;0.0;8.14;1.21
06-05-2012;2.99;50.88;0.37;2.39;2.55
07-05-2012;1.89;26.25;0.0;4.52;1.3
08-05-2012;2.69;43.88;0.0;1.62;1.82
09-05-2012;2.32;52.94;0.0;-1.47;2.5
10-05-2012;1.28;29.06;0.0;-1.8;2.06
11-05-2012;3.36;68.69;0.0;-1.26;2.17
12-05-2012;2.75;53.44;0.0;-0.31;2.08
13-05-2012;2.93;63.0;0.0;-1.66;2.2
14-05-2012;2.01;37.19;0.0;1.15;1.35
15-05-2012;2.62;52.81;0.0;-0.76;2.82
16-05-2012;1.83;40.81;0.0;-1.48;2.13
17-05-2012;2.56;58.94;0.0;-2.48;2.56
18-05-2012;1.1;26.69;0.0;-1.83;1.8
19-05-2012;1.1;21.06;0.0;-0.06;2.41
20-05-2012;2.08;39.75;0.0;0.05;2.05
21-05-2012;2.38;45.0;0.0;0.18;1.87
22-05-2012;2.38;47.5;0.0;-0.39;1.95
23-05-2012;2.26;42.0;0.0;1.07;1.08
24-05-2012;1.95;33.62;0.0;0.91;1.22
25-05-2012;2.75;54.19;3.91;-1.04;2.56
26-05-2012;4.09;84.31;16.13;-1.65;5.24
27-05-2012;4.33;90.31;14.01;-1.7;7.66
28-05-2012;3.17;69.81;0.03;-1.78;4.5
29-05-2012;3.36;64.06;0.0;-0.43;3.05
30-05-2012;2.87;47.62;0.0;1.57;1.48
31-05-2012;3.05;51.31;0.0;1.29;1.81
01-06-2012;4.52;75.38;0.0;1.08;2.77
02-06-2012;2.93;58.62;0.0;-0.81;3.26
03-06-2012;1.34;37.56;0.0;-4.29;3.02
04-06-2012;0.92;30.38;0.0;-6.66;1.62
05-06-2012;0.92;29.88;0.0;-6.01;2.3
06-06-2012;0.67;15.38;0.0;-2.99;0.89
07-06-2012;0.85;17.56;0.0;-1.36;1.49
08-06-2012;1.28;25.06;0.0;-0.57;1.44
09-06-2012;2.08;44.19;0.0;-1.7;1.6
10-06-2012;1.95;37.88;0.0;-0.78;1.66
11-06-2012;3.48;68.88;0.01;-0.95;3.34
12-06-2012;3.6;78.81;16.01;-2.31;5.85
13-06-2012;3.66;83.88;7.9;-3.06;4.1
14-06-2012;2.99;75.06;0.02;-3.68;2.16
15-06-2012;2.87;73.38;1.14;-3.64;2.88
16-06-2012;3.66;91.06;6.19;-4.1;3.4
17-06-2012;3.11;90.0;7.43;-5.69;2.88
18-06-2012;2.62;90.75;0.2;-8.19;1.96
19-06-2012;2.5;91.69;0.0;-8.97;1.62
20-06-2012;2.32;88.0;3.93;-9.11;4.58
21-06-2012;1.65;57.62;0.08;-7.65;2.23
22-06-2012;1.77;46.88;0.0;-5.13;2.43
23-06-2012;1.28;23.38;0.0;-1.1;1.23
24-06-2012;1.4;26.81;0.0;-0.65;1.03
25-06-2012;1.65;28.06;0.0;0.69;0.98
26-06-2012;1.89;35.62;0.0;-0.05;1.64
27-06-2012;2.26;45.75;0.0;-1.3;2.57
28-06-2012;2.93;78.31;5.22;-4.63;4.21
29-06-2012;3.85;90.44;6.08;-3.38;3.66
30-06-2012;4.21;90.25;1.66;-2.18;6.15
01-07-2012;3.05;84.12;1.16;-4.99;5.55
02-07-2012;2.26;84.5;0.05;-8.49;2.39
03-07-2012;0.92;41.56;0.0;-9.73;1.78
04-07-2012;1.46;76.0;0.84;-12.71;4.93
05-07-2012;1.1;60.25;0.02;-12.88;2.02
06-07-2012;1.04;54.38;0.0;-12.05;1.73
07-07-2012;1.16;33.06;0.0;-5.49;1.66
08-07-2012;1.4;36.62;0.0;-4.86;1.94
09-07-2012;2.01;62.88;0.0;-6.45;2.12
10-07-2012;1.53;54.38;0.0;-6.63;1.68
11-07-2012;1.71;56.75;0.0;-7.81;3.18
12-07-2012;1.65;41.25;0.0;-4.47;1.83
13-07-2012;1.89;33.62;0.0;0.16;1.69
14-07-2012;2.44;58.12;0.0;-2.77;1.3
15-07-2012;2.26;63.19;0.0;-4.4;1.27
16-07-2012;1.4;27.25;0.0;-0.17;1.16
17-07-2012;1.77;22.69;0.0;4.42;1.16
18-07-2012;2.69;37.5;0.0;3.84;1.17
19-07-2012;2.26;37.94;0.0;1.6;2.34
20-07-2012;2.08;41.75;0.0;-0.7;4.81
21-07-2012;3.66;85.25;0.07;-3.1;5.73
22-07-2012;2.08;59.19;0.0;-3.99;2.52
23-07-2012;1.77;50.75;0.0;-4.91;4.39
24-07-2012;1.83;60.44;0.0;-6.41;2.13
25-07-2012;1.28;32.94;0.0;-3.7;1.38
26-07-2012;1.46;33.81;0.0;-2.81;1.58
27-07-2012;1.46;31.31;0.0;-1.56;1.48
28-07-2012;1.46;38.56;0.0;-3.74;2.06
29-07-2012;0.98;27.75;0.0;-4.51;1.61
30-07-2012;1.4;35.0;0.0;-3.56;1.56
31-07-2012;2.08;57.19;0.0;-4.0;1.8
01-08-2012;2.32;66.06;0.41;-5.35;2.69
02-08-2012;2.2;77.88;0.51;-7.48;2.6
03-08-2012;2.2;80.31;1.63;-8.08;1.52
04-08-2012;1.95;57.62;0.01;-5.12;1.64
05-08-2012;1.95;40.56;0.0;-1.26;2.3
06-08-2012;2.26;73.0;0.13;-6.68;2.55
07-08-2012;2.2;72.19;0.27;-6.77;1.45
08-08-2012;2.2;38.5;0.0;1.98;1.37
09-08-2012;1.59;29.38;0.0;0.8;1.81
10-08-2012;2.26;44.69;0.0;-0.06;2.31
11-08-2012;2.81;83.25;0.0;-5.81;2.58
12-08-2012;0.92;33.25;0.0;-5.92;2.12
13-08-2012;1.46;35.81;0.0;-2.61;2.19
14-08-2012;2.87;84.56;0.45;-6.01;2.43
15-08-2012;2.99;84.38;7.54;-5.46;2.51
16-08-2012;3.05;82.44;3.14;-4.63;2.48
17-08-2012;3.05;88.88;1.42;-5.72;1.88
18-08-2012;2.14;60.19;0.0;-4.98;1.96
19-08-2012;2.44;68.31;0.41;-5.13;3.2
20-08-2012;1.4;38.62;0.0;-3.13;1.7
21-08-2012;1.77;39.75;0.0;-2.25;3.63
22-08-2012;2.81;70.31;13.2;-3.9;4.2
23-08-2012;2.01;84.81;3.82;-10.15;2.69
24-08-2012;0.98;46.12;0.02;-9.92;1.73
25-08-2012;1.22;34.62;0.0;-4.95;2.2
26-08-2012;1.34;30.38;0.0;-2.72;1.45
27-08-2012;2.08;36.19;0.0;0.64;1.66
28-08-2012;2.93;44.81;0.0;2.7;1.57
29-08-2012;2.26;38.12;0.0;2.07;2.69
30-08-2012;2.2;38.5;0.0;1.18;2.39
31-08-2012;1.77;28.0;0.0;2.94;1.85
01-09-2012;1.65;22.88;0.0;4.58;1.43
02-09-2012;2.38;31.81;0.0;5.62;1.05
03-09-2012;4.03;59.38;0.1;3.21;2.02
04-09-2012;3.05;57.75;0.12;0.51;2.68
05-09-2012;3.6;64.56;2.26;1.06;1.76
06-09-2012;4.21;79.06;1.3;-0.02;1.35
07-09-2012;3.6;75.75;0.09;-1.08;2.17
08-09-2012;2.81;50.62;0.11;1.12;1.62
09-09-2012;3.17;56.25;0.01;0.53;1.7
10-09-2012;1.89;32.56;0.0;2.08;2.09
11-09-2012;1.89;38.06;0.0;-0.25;2.6
12-09-2012;1.16;17.25;0.0;4.06;1.7
13-09-2012;1.46;20.94;0.0;4.55;2.09
14-09-2012;1.83;32.5;0.02;1.96;2.95
15-09-2012;1.95;37.75;0.05;-0.17;3.47
16-09-2012;1.71;35.5;0.0;-1.06;3.38
17-09-2012;1.95;51.38;0.11;-3.7;3.16
18-09-2012;1.89;68.12;0.37;-7.77;2.65
19-09-2012;2.56;69.38;0.0;-4.42;3.45
20-09-2012;2.01;59.12;0.0;-4.67;3.92
21-09-2012;2.2;43.38;0.0;-0.5;2.42
22-09-2012;2.38;36.62;0.0;3.26;1.94
23-09-2012;2.87;56.31;0.0;0.13;2.62
24-09-2012;2.2;43.56;0.0;-0.11;2.0
25-09-2012;2.14;36.75;0.0;3.06;1.38
26-09-2012;2.5;35.25;0.0;5.01;1.67
27-09-2012;3.66;66.38;0.33;0.33;2.16
28-09-2012;2.87;57.06;0.0;0.14;1.66
29-09-2012;3.05;59.94;0.09;-0.08;2.69
30-09-2012;2.56;65.12;0.0;-3.15;3.12
01-10-2012;2.01;55.81;0.0;-4.31;2.94
02-10-2012;1.65;45.69;0.0;-3.47;2.42
03-10-2012;1.4;29.38;0.0;0.68;2.13
04-10-2012;2.32;45.19;0.03;-0.01;3.04
05-10-2012;3.6;73.62;1.93;-1.51;3.07
06-10-2012;3.85;81.56;17.09;-1.81;3.36
07-10-2012;3.54;75.94;7.88;-1.81;2.05
08-10-2012;3.17;74.88;0.06;-2.52;2.11
09-10-2012;3.48;69.25;0.0;-0.36;1.64
10-10-2012;2.69;45.5;0.0;2.9;1.75
11-10-2012;2.75;38.56;0.08;4.23;1.73
12-10-2012;2.62;36.12;0.01;4.58;1.73
13-10-2012;3.36;49.12;0.07;3.78;2.23
14-10-2012;3.3;61.69;0.36;0.44;3.12
15-10-2012;1.89;48.69;0.0;-3.07;3.63
16-10-2012;1.77;30.5;0.0;2.43;2.25
17-10-2012;2.2;37.0;0.0;2.36;2.8
18-10-2012;1.83;32.06;1.08;1.94;3.05
19-10-2012;2.5;44.62;0.32;0.89;3.43
20-10-2012;2.75;53.75;0.04;0.04;2.73
21-10-2012;3.3;72.5;5.32;-2.35;3.45
22-10-2012;2.62;74.69;2.07;-5.22;4.05
23-10-2012;1.65;41.25;0.0;-2.81;2.76
24-10-2012;2.93;66.06;0.0;-2.02;2.88
25-10-2012;2.75;57.62;0.0;-0.45;2.32
26-10-2012;2.44;44.75;0.0;0.94;3.28
27-10-2012;2.99;47.94;0.0;2.28;3.11
28-10-2012;2.99;43.75;0.14;4.25;3.27
29-10-2012;2.5;46.12;0.1;2.09;2.67
30-10-2012;2.81;47.06;0.0;2.45;2.83
31-10-2012;2.56;42.44;0.0;2.87;2.82
01-11-2012;2.56;39.56;0.61;3.76;2.38
02-11-2012;2.75;40.0;0.0;4.49;2.34
03-11-2012;2.56;36.44;0.0;4.72;2.39
04-11-2012;2.99;41.69;0.0;5.24;2.06
05-11-2012;2.62;33.31;0.31;7.06;2.02
06-11-2012;3.54;40.88;0.12;8.37;1.88
07-11-2012;2.93;33.94;0.0;7.46;2.23
08-11-2012;3.23;49.12;0.03;3.65;3.57
09-11-2012;3.17;62.31;0.45;-0.31;3.25
10-11-2012;2.75;55.12;0.01;-0.25;2.62
11-11-2012;1.65;30.06;0.0;2.71;2.05
12-11-2012;2.62;37.94;0.0;5.76;1.98
13-11-2012;3.11;41.38;0.0;6.32;1.99
14-11-2012;3.3;42.62;0.0;6.57;2.29
15-11-2012;2.99;38.88;0.02;6.3;2.39
16-11-2012;3.36;46.31;0.8;4.66;2.57
17-11-2012;3.05;46.25;0.01;3.24;3.35
18-11-2012;2.01;27.25;0.01;5.81;2.58
19-11-2012;2.26;28.62;0.0;7.0;2.2
20-11-2012;3.48;42.56;0.07;7.4;2.39
21-11-2012;3.72;51.25;0.03;4.58;3.52
22-11-2012;3.23;61.25;0.0;1.23;3.31
23-11-2012;1.89;42.25;0.0;0.23;3.11
24-11-2012;1.28;22.44;0.0;3.5;2.67
25-11-2012;1.53;23.0;0.0;4.79;2.65
26-11-2012;2.56;37.0;0.0;4.9;2.47
27-11-2012;2.01;28.62;0.01;5.61;2.73
28-11-2012;3.54;51.0;0.01;3.99;2.59
29-11-2012;3.91;71.62;0.3;0.54;3.67
30-11-2012;2.56;48.06;0.04;1.21;3.48
01-12-2012;3.23;42.5;0.0;5.31;2.67
02-12-2012;4.46;55.0;0.0;6.33;3.38
03-12-2012;5.25;65.31;1.78;5.74;3.6
04-12-2012;4.52;64.19;0.0;4.75;2.91
05-12-2012;3.54;58.38;0.02;3.29;3.49
06-12-2012;2.99;64.31;0.38;-1.99;5.44
07-12-2012;1.22;19.62;0.0;3.86;2.92
08-12-2012;1.95;20.94;0.0;9.18;1.95
09-12-2012;2.87;31.19;0.0;9.35;2.73
10-12-2012;2.38;32.5;0.0;5.25;3.25
11-12-2012;2.81;38.56;0.0;5.37;3.17
12-12-2012;2.38;34.75;0.0;4.61;3.05
13-12-2012;2.93;35.5;0.0;7.62;2.73
14-12-2012;2.69;35.94;0.0;5.38;3.23
15-12-2012;2.93;37.31;0.01;6.27;3.06
16-12-2012;2.75;33.62;0.0;6.39;3.29
17-12-2012;3.42;43.56;0.0;5.85;3.55
18-12-2012;3.85;59.56;3.11;2.51;4.3
19-12-2012;3.97;73.19;15.89;0.15;5.88
20-12-2012;2.81;61.06;1.47;-2.28;5.76
21-12-2012;1.71;22.56;0.0;4.85;2.66
22-12-2012;2.32;26.31;0.0;8.05;2.88
23-12-2012;3.3;38.5;0.0;7.23;2.8
24-12-2012;3.91;62.88;0.64;3.03;6.33
25-12-2012;2.2;45.75;0.01;1.2;3.92
26-12-2012;1.65;24.94;0.0;4.79;2.45
27-12-2012;1.95;27.5;0.0;5.3;2.37
28-12-2012;2.14;24.94;0.0;7.59;2.13
29-12-2012;2.87;32.69;0.0;8.38;2.2
30-12-2012;3.48;41.31;0.0;7.85;2.81
31-12-2012;3.42;43.75;0.0;5.73;2.62
01-01-2013;3.11;36.56;0.0;8.58;1.92
02-01-2013;3.42;37.56;0.0;8.78;2.2
03-01-2013;3.91;42.31;0.35;8.48;2.15
04-01-2013;3.66;44.88;0.04;7.02;2.62
05-01-2013;3.72;43.38;0.01;7.69;2.38
06-01-2013;3.48;40.31;0.0;8.41;2.55
07-01-2013;3.54;43.19;0.0;7.13;3.01
08-01-2013;3.85;37.88;0.0;9.96;2.12
09-01-2013;4.88;42.56;0.0;13.34;1.47
10-01-2013;7.63;57.38;0.02;13.96;1.76
11-01-2013;6.35;43.69;1.3;15.35;2.03
12-01-2013;7.2;53.56;0.26;14.26;1.47
13-01-2013;6.84;51.25;2.97;14.03;1.79
14-01-2013;7.69;56.12;0.09;14.05;1.62
15-01-2013;6.65;54.94;0.31;12.28;2.38
16-01-2013;5.98;53.88;1.16;11.31;2.04
17-01-2013;6.16;56.56;0.23;11.08;1.68
18-01-2013;5.0;44.69;0.0;12.1;1.84
19-01-2013;6.23;51.75;0.08;12.57;1.5
20-01-2013;6.29;54.62;0.19;11.69;1.76
21-01-2013;6.53;63.94;0.31;9.08;1.23
22-01-2013;6.23;62.75;0.03;9.07;2.26
23-01-2013;4.52;47.12;0.04;9.76;2.34
24-01-2013;4.94;56.88;0.01;7.37;3.02
25-01-2013;4.33;52.62;0.0;6.47;2.83
26-01-2013;4.33;47.12;0.0;7.9;2.46
27-01-2013;5.62;64.31;0.2;7.26;1.87
28-01-2013;5.13;62.06;0.04;6.9;2.61
29-01-2013;2.99;36.0;0.0;8.43;2.65
30-01-2013;5.13;50.0;1.21;10.51;2.33
31-01-2013;5.25;48.75;0.08;10.93;2.05
01-02-2013;4.58;46.38;0.0;9.05;2.97
02-02-2013;2.69;27.69;0.0;9.77;2.89
03-02-2013;2.44;20.19;0.0;12.62;2.29
04-02-2013;3.54;27.56;0.0;14.56;1.91
05-02-2013;5.92;47.25;0.08;14.53;1.88
06-02-2013;7.51;58.56;2.37;13.4;1.59
07-02-2013;6.96;56.56;0.04;12.66;1.45
08-02-2013;7.32;67.38;0.01;9.93;1.62
09-02-2013;6.16;63.19;0.66;9.26;2.58
10-02-2013;4.82;64.0;0.21;5.22;3.02
11-02-2013;3.42;42.88;0.0;6.87;2.7
12-02-2013;5.07;60.19;0.0;6.99;3.09
13-02-2013;3.23;36.94;0.0;7.64;2.83
14-02-2013;3.36;36.88;0.0;7.87;2.52
15-02-2013;4.33;49.19;0.13;8.01;2.76
16-02-2013;4.15;55.81;0.02;5.02;3.75
17-02-2013;3.23;45.38;0.0;3.98;3.38
18-02-2013;2.75;41.25;0.0;4.1;2.16
19-02-2013;2.14;34.0;0.0;4.44;2.11
20-02-2013;1.89;27.88;0.0;5.4;2.33
21-02-2013;1.4;15.44;0.0;9.15;2.34
22-02-2013;1.71;18.0;0.0;8.94;2.52
23-02-2013;2.5;34.06;0.0;5.21;3.46
24-02-2013;1.34;18.69;0.0;5.97;2.52
25-02-2013;1.28;14.81;0.0;8.83;2.07
26-02-2013;1.59;17.25;0.0;8.63;2.36
27-02-2013;2.01;21.19;0.0;8.37;2.78
28-02-2013;2.62;30.75;0.0;7.61;3.22
01-03-2013;2.08;32.25;0.0;2.31;4.55
02-03-2013;0.73;10.25;0.0;5.29;2.69
03-03-2013;1.46;19.94;0.0;5.53;2.72
04-03-2013;1.65;22.44;0.0;5.45;2.53
05-03-2013;2.2;33.5;0.0;5.05;2.78
06-03-2013;1.28;21.88;0.0;2.94;3.12
07-03-2013;1.77;22.62;0.0;5.43;2.95
08-03-2013;2.62;30.31;0.0;7.02;2.73
09-03-2013;2.32;29.75;0.0;6.55;3.11
10-03-2013;1.89;25.62;0.01;6.33;2.77
11-03-2013;2.81;43.81;0.0;3.65;2.73
12-03-2013;3.23;54.5;0.0;2.73;2.57
13-03-2013;2.75;56.69;0.35;0.88;2.95
14-03-2013;1.59;35.06;0.09;0.38;2.67
15-03-2013;0.67;10.0;0.03;4.82;2.04
16-03-2013;1.34;17.81;0.0;5.93;1.93
17-03-2013;2.5;31.56;0.0;6.14;1.47
18-03-2013;2.87;40.0;0.0;4.64;1.99
19-03-2013;2.75;45.88;0.06;2.61;2.02
20-03-2013;2.32;39.94;0.0;2.4;2.51
21-03-2013;2.14;32.25;0.0;4.51;2.02
22-03-2013;2.75;37.69;0.0;4.94;1.8
23-03-2013;2.56;37.38;2.32;4.87;1.78
24-03-2013;2.44;38.81;0.06;3.15;2.49
25-03-2013;2.44;34.69;0.03;5.38;1.8
26-03-2013;3.3;42.31;0.0;8.24;1.57
27-03-2013;3.17;35.19;0.0;9.24;1.42
28-03-2013;3.6;40.12;0.0;8.65;1.44
29-03-2013;2.01;24.25;0.04;7.12;1.81
30-03-2013;2.5;36.06;1.32;4.15;1.98
31-03-2013;4.33;72.25;1.32;1.37;1.3
01-04-2013;2.75;53.75;0.07;0.33;1.7
02-04-2013;2.56;45.75;0.02;1.55;1.3
03-04-2013;2.5;39.06;0.0;3.24;1.59
04-04-2013;2.5;46.75;0.0;1.23;2.45
05-04-2013;1.89;36.81;0.0;0.42;3.64
06-04-2013;1.46;26.06;0.0;1.41;2.2
07-04-2013;1.4;24.62;0.0;1.98;2.16
08-04-2013;0.92;13.0;0.0;4.49;1.88
09-04-2013;2.32;40.56;0.0;1.51;2.33
10-04-2013;3.17;65.06;0.06;-0.5;2.83
11-04-2013;2.81;70.25;0.0;-2.87;2.55
12-04-2013;1.04;25.38;0.0;-1.12;2.19
13-04-2013;2.01;33.12;0.0;1.7;1.77
14-04-2013;2.26;29.62;0.0;5.62;1.87
15-04-2013;1.71;20.62;0.0;7.11;1.95
16-04-2013;0.79;8.12;0.0;8.9;1.52
17-04-2013;0.79;7.25;0.0;10.75;1.1
18-04-2013;1.59;16.62;0.0;10.13;1.28
19-04-2013;2.93;32.25;0.0;9.25;1.3
20-04-2013;2.32;27.06;0.0;7.26;2.38
21-04-2013;2.08;24.38;0.0;7.69;1.93
22-04-2013;2.01;23.56;0.0;7.44;1.95
23-04-2013;1.83;19.75;0.0;8.67;1.47
24-04-2013;1.46;16.0;0.0;8.19;1.23
25-04-2013;2.32;27.75;0.05;6.54;1.66
26-04-2013;4.09;78.06;0.65;-0.56;2.92
27-04-2013;2.14;54.38;0.18;-2.96;2.22
28-04-2013;1.22;22.69;0.0;0.5;1.43
29-04-2013;2.44;45.0;0.0;0.5;2.13
30-04-2013;2.26;47.5;0.0;-0.14;2.49
01-05-2013;2.38;51.44;0.23;-1.92;3.16
02-05-2013;2.99;62.12;8.5;-1.1;3.5
03-05-2013;2.69;64.69;1.74;-3.28;3.78
04-05-2013;1.53;29.56;0.0;-0.2;1.79
05-05-2013;1.4;20.94;0.0;3.42;1.74
06-05-2013;1.59;24.94;0.0;2.42;1.77
07-05-2013;1.89;25.06;0.0;4.99;1.55
08-05-2013;1.77;25.25;0.0;4.37;1.68
09-05-2013;2.2;39.06;0.0;1.34;2.66
10-05-2013;3.11;67.88;0.04;-1.96;3.76
